country,date,new_infections,new_infections_smooth,new_deaths,new_deaths_smooth,total_deaths_per_million,traffic_retail,traffic_supermarket,traffic_parks,traffic_transit_stations,traffic_workplaces,traffic_residential
Portugal,2020-04-25,918.0,607,60.0,31,86.302,-73.0,-41.0,-64.0,-71.0,-51.0,23.0
Portugal,2020-04-26,412.0,571,23.0,30,88.55799999999999,-77.0,-50.0,-69.0,-74.0,-45.0,19.0
Portugal,2020-04-27,163.0,520,25.0,30,91.01,-65.0,-37.0,-52.0,-73.0,-58.0,30.0
Portugal,2020-04-28,298.0,468,20.0,30,92.971,-63.0,-31.0,-50.0,-71.0,-58.0,27.0
Portugal,2020-04-29,180.0,420,25.0,30,95.42299999999999,-64.0,-32.0,-54.0,-72.0,-58.0,29.0
Portugal,2020-04-30,368.0,387,16.0,29,96.992,-60.0,-19.0,-42.0,-66.0,-57.0,27.0
Portugal,2020-05-01,295.0,376,18.0,26,98.757,-77.0,-44.0,-60.0,-81.0,-81.0,43.0
Portugal,2020-05-02,364.0,297,0.0,18,98.757,-71.0,-33.0,-54.0,-67.0,-46.0,22.0
Portugal,2020-05-03,334.0,286,16.0,17,100.32700000000001,-72.0,-44.0,-51.0,-67.0,-35.0,17.0
Portugal,2020-05-04,334.0,310,40.0,19,104.249,-58.0,-27.0,-40.0,-65.0,-52.0,26.0
Portugal,2020-05-05,0.0,267,0.0,16,104.249,-57.0,-24.0,-33.0,-64.0,-51.0,25.0
Portugal,2020-05-06,178.0,267,11.0,14,105.32799999999999,-56.0,-23.0,-21.0,-61.0,-51.0,24.0
Portugal,2020-05-07,480.0,283,15.0,14,106.79899999999999,-55.0,-22.0,-15.0,-62.0,-51.0,25.0
Portugal,2020-05-08,533.0,317,16.0,14,108.368,-58.0,-19.0,-29.0,-62.0,-49.0,27.0
Portugal,2020-05-09,553.0,344,9.0,15,109.251,-63.0,-26.0,-54.0,-62.0,-33.0,18.0
Portugal,2020-05-10,138.0,316,12.0,14,110.428,-68.0,-36.0,-48.0,-66.0,-32.0,14.0
Portugal,2020-05-11,175.0,293,9.0,10,111.31,-56.0,-25.0,-39.0,-63.0,-48.0,25.0
Portugal,2020-05-12,98.0,307,9.0,11,112.193,-54.0,-21.0,-28.0,-61.0,-48.0,25.0
Portugal,2020-05-13,234.0,315,19.0,12,114.056,-58.0,-27.0,-43.0,-63.0,-48.0,25.0
Portugal,2020-05-14,219.0,278,12.0,12,115.23299999999999,-56.0,-22.0,-36.0,-62.0,-48.0,24.0
Portugal,2020-05-15,187.0,229,9.0,11,116.116,-57.0,-19.0,-27.0,-60.0,-46.0,26.0
Portugal,2020-05-16,264.0,187,6.0,10,116.704,-57.0,-21.0,-10.0,-52.0,-26.0,14.0
Portugal,2020-05-17,227.0,200,13.0,11,117.979,-62.0,-30.0,-4.0,-57.0,-23.0,10.0
Portugal,2020-05-18,226.0,207,15.0,11,119.45,-44.0,-22.0,-1.0,-57.0,-42.0,21.0
Portugal,2020-05-19,173.0,218,13.0,12,120.725,-43.0,-20.0,0.0,-56.0,-42.0,21.0
Portugal,2020-05-20,223.0,217,16.0,12,122.294,-43.0,-19.0,4.0,-54.0,-42.0,20.0
Portugal,2020-05-21,228.0,218,16.0,12,123.86399999999999,-41.0,-16.0,13.0,-54.0,-44.0,21.0
Portugal,2020-05-22,252.0,227,14.0,13,125.23700000000001,-44.0,-15.0,5.0,-55.0,-42.0,21.0
Portugal,2020-05-23,288.0,231,12.0,14,126.413,-45.0,-18.0,14.0,-48.0,-18.0,10.0
Portugal,2020-05-24,271.0,237,13.0,14,127.68799999999999,-49.0,-27.0,19.0,-53.0,-15.0,7.0
Portugal,2020-05-25,152.0,226,14.0,14,129.061,-40.0,-18.0,12.0,-55.0,-41.0,19.0
Portugal,2020-05-26,165.0,225,14.0,14,130.434,-39.0,-17.0,18.0,-54.0,-39.0,19.0
Portugal,2020-05-27,219.0,225,12.0,13,131.611,-38.0,-17.0,31.0,-52.0,-39.0,18.0
Portugal,2020-05-28,285.0,233,14.0,13,132.984,-36.0,-12.0,32.0,-52.0,-39.0,18.0
Portugal,2020-05-29,304.0,240,13.0,13,134.259,-39.0,-11.0,23.0,-51.0,-38.0,18.0
Portugal,2020-05-30,350.0,249,14.0,13,135.632,-41.0,-14.0,13.0,-45.0,-10.0,8.0
Portugal,2020-05-31,257.0,247,13.0,13,136.907,-45.0,-22.0,-2.0,-50.0,-5.0,6.0
Portugal,2020-06-01,297.0,268,14.0,13,138.28,-29.0,-8.0,7.0,-46.0,-35.0,16.0
Portugal,2020-06-02,200.0,273,14.0,13,139.653,-32.0,-12.0,0.0,-47.0,-34.0,17.0
Portugal,2020-06-03,195.0,269,12.0,13,140.83,-32.0,-12.0,8.0,-45.0,-34.0,16.0
Portugal,2020-06-04,366.0,281,11.0,13,141.909,-31.0,-11.0,6.0,-45.0,-34.0,16.0
Portugal,2020-06-05,331.0,285,8.0,12,142.69299999999998,-33.0,-10.0,9.0,-46.0,-33.0,17.0
Portugal,2020-06-06,377.0,289,10.0,11,143.674,-35.0,-13.0,5.0,-39.0,-7.0,8.0
Portugal,2020-06-07,382.0,306,9.0,11,144.556,-38.0,-19.0,-5.0,-47.0,-2.0,7.0
Portugal,2020-06-08,142.0,284,5.0,9,145.047,-28.0,-8.0,8.0,-47.0,-35.0,16.0
Portugal,2020-06-09,392.0,312,6.0,8,145.635,-23.0,-2.0,21.0,-43.0,-35.0,13.0
Portugal,2020-06-10,421.0,344,7.0,8,146.322,-27.0,-8.0,92.0,-56.0,-67.0,19.0
Portugal,2020-06-11,294.0,334,3.0,6,146.616,-35.0,-14.0,36.0,-64.0,-71.0,26.0
Portugal,2020-06-12,310.0,331,9.0,7,147.499,-32.0,-5.0,7.0,-51.0,-46.0,20.0
Portugal,2020-06-13,270.0,315,1.0,5,147.597,-35.0,-16.0,19.0,-45.0,-6.0,8.0
Portugal,2020-06-14,283.0,301,7.0,5,148.283,-37.0,-22.0,8.0,-46.0,5.0,4.0
Portugal,2020-06-15,227.0,313,5.0,5,148.774,-28.0,-13.0,3.0,-46.0,-32.0,15.0
Portugal,2020-06-16,346.0,307,3.0,5,149.06799999999998,-25.0,-8.0,0.0,-44.0,-32.0,15.0
Portugal,2020-06-17,300.0,290,2.0,4,149.264,-26.0,-11.0,12.0,-43.0,-31.0,14.0
Portugal,2020-06-18,336.0,296,1.0,4,149.362,-26.0,-11.0,16.0,-44.0,-32.0,14.0
Portugal,2020-06-19,417.0,311,1.0,2,149.46,-28.0,-10.0,16.0,-44.0,-31.0,14.0
Portugal,2020-06-20,375.0,326,3.0,3,149.754,-30.0,-13.0,31.0,-39.0,-1.0,5.0
Portugal,2020-06-21,377.0,339,1.0,2,149.852,-34.0,-19.0,24.0,-43.0,5.0,4.0
Portugal,2020-06-22,292.0,349,2.0,1,150.048,-27.0,-12.0,27.0,-45.0,-33.0,14.0
Portugal,2020-06-23,259.0,336,4.0,2,150.441,-26.0,-7.0,16.0,-44.0,-32.0,13.0
Portugal,2020-06-24,345.0,343,6.0,2,151.029,-29.0,-14.0,23.0,-48.0,-40.0,16.0
Portugal,2020-06-25,367.0,347,3.0,2,151.32299999999998,-26.0,-10.0,16.0,-44.0,-32.0,15.0
Portugal,2020-06-26,311.0,332,6.0,3,151.912,-29.0,-10.0,12.0,-44.0,-31.0,14.0
Portugal,2020-06-27,451.0,343,6.0,4,152.5,-32.0,-13.0,11.0,-41.0,-4.0,7.0
Portugal,2020-06-28,323.0,335,6.0,4,153.089,-34.0,-19.0,19.0,-44.0,5.0,4.0
Portugal,2020-06-29,457.0,359,3.0,4,153.38299999999998,-24.0,-12.0,24.0,-45.0,-33.0,13.0
Portugal,2020-06-30,266.0,360,4.0,4,153.775,-20.0,-5.0,22.0,-42.0,-31.0,12.0
Portugal,2020-07-01,229.0,343,8.0,5,154.56,-19.0,-5.0,30.0,-39.0,-31.0,11.0
Portugal,2020-07-02,313.0,335,3.0,5,154.85399999999998,-18.0,-4.0,33.0,-39.0,-31.0,12.0
Portugal,2020-07-03,328.0,338,8.0,5,155.638,-22.0,-4.0,29.0,-39.0,-30.0,12.0
Portugal,2020-07-04,374.0,327,11.0,6,156.717,-25.0,-8.0,44.0,-34.0,-3.0,4.0
Portugal,2020-07-05,413.0,340,7.0,6,157.404,-29.0,-15.0,43.0,-38.0,3.0,1.0
Portugal,2020-07-06,328.0,321,9.0,7,158.286,-20.0,-5.0,51.0,-41.0,-32.0,11.0
Portugal,2020-07-07,232.0,316,6.0,7,158.875,-18.0,-2.0,46.0,-38.0,-32.0,11.0
Portugal,2020-07-08,287.0,325,9.0,7,159.757,-17.0,-2.0,44.0,-37.0,-31.0,11.0
Portugal,2020-07-09,443.0,343,2.0,7,159.954,-16.0,-3.0,50.0,-39.0,-31.0,11.0
Portugal,2020-07-10,418.0,356,13.0,8,161.22899999999998,-22.0,-4.0,49.0,-38.0,-30.0,11.0
Portugal,2020-07-11,402.0,360,2.0,6,161.425,-26.0,-8.0,56.0,-34.0,-3.0,3.0
Portugal,2020-07-12,542.0,378,8.0,7,162.209,-28.0,-13.0,46.0,-37.0,3.0,1.0
Portugal,2020-07-13,291.0,373,6.0,6,162.798,-18.0,-4.0,62.0,-40.0,-31.0,11.0
Portugal,2020-07-14,306.0,384,2.0,6,162.994,-17.0,-3.0,49.0,-39.0,-32.0,11.0
Portugal,2020-07-15,233.0,376,6.0,5,163.582,-15.0,-5.0,68.0,-36.0,-30.0,10.0
Portugal,2020-07-16,375.0,366,8.0,6,164.36700000000002,-15.0,-3.0,79.0,-38.0,-31.0,10.0
Portugal,2020-07-17,339.0,355,3.0,5,164.66099999999997,-20.0,-2.0,72.0,-38.0,-30.0,9.0
Portugal,2020-07-18,312.0,342,3.0,5,164.955,-24.0,-6.0,68.0,-32.0,-4.0,2.0
Portugal,2020-07-19,313.0,309,2.0,4,165.15099999999998,-25.0,-12.0,47.0,-35.0,2.0,1.0
Portugal,2020-07-20,246.0,303,5.0,4,165.642,-14.0,-1.0,62.0,-39.0,-33.0,11.0
Portugal,2020-07-21,135.0,279,2.0,4,165.838,-14.0,-2.0,58.0,-39.0,-33.0,11.0
Portugal,2020-07-22,127.0,263,6.0,4,166.426,-14.0,-3.0,82.0,-36.0,-31.0,10.0
Portugal,2020-07-23,252.0,246,5.0,3,166.917,-12.0,0.0,82.0,-36.0,-31.0,10.0
Portugal,2020-07-24,229.0,230,3.0,3,167.21099999999998,-18.0,-1.0,67.0,-38.0,-30.0,10.0
Portugal,2020-07-25,313.0,230,7.0,4,167.89700000000002,-21.0,-5.0,64.0,-30.0,-4.0,2.0
Portugal,2020-07-26,263.0,223,4.0,4,168.29,-23.0,-12.0,54.0,-33.0,2.0,0.0
Portugal,2020-07-27,209.0,218,1.0,4,168.388,-13.0,0.0,70.0,-38.0,-34.0,11.0
Portugal,2020-07-28,135.0,218,2.0,4,168.584,-11.0,2.0,68.0,-37.0,-33.0,10.0
Portugal,2020-07-29,111.0,216,3.0,3,168.878,-10.0,0.0,92.0,-35.0,-33.0,9.0
Portugal,2020-07-30,203.0,209,3.0,3,169.172,-8.0,3.0,83.0,-35.0,-34.0,9.0
Portugal,2020-07-31,255.0,212,2.0,3,169.368,-13.0,4.0,73.0,-34.0,-33.0,9.0
Portugal,2020-08-01,204.0,197,8.0,3,170.153,-17.0,0.0,65.0,-25.0,-6.0,1.0
Portugal,2020-08-02,238.0,193,2.0,3,170.34900000000002,-16.0,-4.0,55.0,-28.0,1.0,0.0
Portugal,2020-08-03,153.0,185,1.0,3,170.447,-4.0,9.0,87.0,-34.0,-37.0,10.0
Portugal,2020-08-04,106.0,181,0.0,2,170.447,-3.0,9.0,101.0,-33.0,-37.0,10.0
Portugal,2020-08-05,112.0,181,1.0,2,170.545,-2.0,7.0,120.0,-32.0,-37.0,9.0
Portugal,2020-08-06,167.0,176,1.0,2,170.643,-1.0,7.0,129.0,-33.0,-37.0,9.0
Portugal,2020-08-07,213.0,170,3.0,2,170.938,-9.0,4.0,97.0,-33.0,-37.0,9.0
Portugal,2020-08-08,290.0,182,3.0,1,171.232,-12.0,-2.0,87.0,-24.0,-8.0,1.0
Portugal,2020-08-09,186.0,175,4.0,1,171.62400000000002,-12.0,-4.0,67.0,-26.0,0.0,-1.0
Portugal,2020-08-10,131.0,172,6.0,2,172.21200000000002,2.0,12.0,110.0,-33.0,-40.0,10.0
Portugal,2020-08-11,157.0,179,3.0,3,172.507,1.0,10.0,104.0,-33.0,-40.0,10.0
Portugal,2020-08-12,120.0,180,2.0,3,172.703,3.0,9.0,108.0,-32.0,-40.0,10.0
Portugal,2020-08-13,278.0,196,3.0,3,172.997,2.0,7.0,140.0,-32.0,-40.0,9.0
Portugal,2020-08-14,325.0,212,6.0,3,173.585,-6.0,8.0,111.0,-32.0,-39.0,9.0
Portugal,2020-08-15,235.0,204,2.0,3,173.782,-13.0,-2.0,93.0,-24.0,-20.0,1.0
Portugal,2020-08-16,198.0,206,3.0,3,174.076,-12.0,-4.0,60.0,-24.0,0.0,-1.0
Portugal,2020-08-17,121.0,204,3.0,3,174.37,0.0,12.0,96.0,-35.0,-44.0,11.0
Hungary,2020-02-01,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hungary,2020-02-02,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hungary,2020-02-03,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hungary,2020-02-04,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hungary,2020-02-05,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hungary,2020-02-06,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hungary,2020-02-07,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hungary,2020-02-08,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hungary,2020-02-09,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hungary,2020-02-10,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hungary,2020-02-11,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hungary,2020-02-12,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hungary,2020-02-13,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hungary,2020-02-14,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hungary,2020-02-15,0.0,0,0.0,0,0.0,14.0,6.0,46.0,16.0,4.0,-2.0
Hungary,2020-02-16,0.0,0,0.0,0,0.0,20.0,10.0,52.0,18.0,3.0,-2.0
Hungary,2020-02-17,0.0,0,0.0,0,0.0,6.0,4.0,25.0,6.0,3.0,0.0
Hungary,2020-02-18,0.0,0,0.0,0,0.0,5.0,4.0,24.0,5.0,2.0,0.0
Hungary,2020-02-19,0.0,0,0.0,0,0.0,3.0,2.0,16.0,2.0,2.0,-1.0
Hungary,2020-02-20,0.0,0,0.0,0,0.0,4.0,2.0,14.0,4.0,2.0,0.0
Hungary,2020-02-21,0.0,0,0.0,0,0.0,2.0,2.0,1.0,1.0,1.0,0.0
Hungary,2020-02-22,0.0,0,0.0,0,0.0,8.0,3.0,36.0,11.0,3.0,-1.0
Hungary,2020-02-23,0.0,0,0.0,0,0.0,11.0,6.0,23.0,14.0,2.0,-2.0
Hungary,2020-02-24,0.0,0,0.0,0,0.0,2.0,4.0,21.0,3.0,3.0,0.0
Hungary,2020-02-25,0.0,0,0.0,0,0.0,5.0,6.0,42.0,6.0,3.0,-1.0
Hungary,2020-02-26,0.0,0,0.0,0,0.0,-3.0,5.0,0.0,-2.0,1.0,1.0
Hungary,2020-02-27,0.0,0,0.0,0,0.0,3.0,10.0,7.0,2.0,2.0,0.0
Hungary,2020-02-28,0.0,0,0.0,0,0.0,0.0,6.0,-5.0,0.0,0.0,1.0
Hungary,2020-02-29,0.0,0,0.0,0,0.0,2.0,3.0,10.0,5.0,4.0,0.0
Hungary,2020-03-01,0.0,0,0.0,0,0.0,5.0,3.0,9.0,7.0,3.0,-1.0
Hungary,2020-03-02,0.0,0,0.0,0,0.0,0.0,2.0,15.0,2.0,3.0,0.0
Hungary,2020-03-03,0.0,0,0.0,0,0.0,1.0,3.0,4.0,1.0,3.0,0.0
Hungary,2020-03-04,2.0,0,0.0,0,0.0,2.0,4.0,3.0,0.0,2.0,0.0
Hungary,2020-03-05,2.0,0,0.0,0,0.0,7.0,9.0,18.0,5.0,3.0,-1.0
Hungary,2020-03-06,2.0,0,0.0,0,0.0,3.0,7.0,-10.0,0.0,0.0,1.0
Hungary,2020-03-07,2.0,1,0.0,0,0.0,11.0,12.0,12.0,8.0,3.0,-1.0
Hungary,2020-03-08,3.0,1,0.0,0,0.0,24.0,24.0,31.0,17.0,5.0,-2.0
Hungary,2020-03-09,1.0,1,0.0,0,0.0,5.0,6.0,25.0,3.0,3.0,0.0
Hungary,2020-03-10,1.0,1,0.0,0,0.0,7.0,10.0,32.0,4.0,2.0,-1.0
Hungary,2020-03-11,3.0,2,0.0,0,0.0,3.0,18.0,15.0,1.0,1.0,0.0
Hungary,2020-03-12,1.0,1,0.0,0,0.0,5.0,23.0,35.0,0.0,-1.0,0.0
Hungary,2020-03-13,3.0,2,0.0,0,0.0,-4.0,23.0,-3.0,-9.0,-4.0,3.0
Hungary,2020-03-14,9.0,3,0.0,0,0.0,-10.0,22.0,10.0,-8.0,-1.0,2.0
Hungary,2020-03-15,6.0,3,0.0,0,0.0,-42.0,-75.0,38.0,-17.0,-16.0,3.0
Hungary,2020-03-16,8.0,4,1.0,0,0.10400000000000001,-10.0,35.0,0.0,-28.0,-24.0,9.0
Hungary,2020-03-17,11.0,5,0.0,0,0.10400000000000001,-31.0,12.0,8.0,-36.0,-32.0,13.0
Hungary,2020-03-18,0.0,5,0.0,0,0.10400000000000001,-36.0,4.0,5.0,-40.0,-36.0,15.0
Hungary,2020-03-19,23.0,8,0.0,0,0.10400000000000001,-41.0,-8.0,-1.0,-43.0,-39.0,16.0
Hungary,2020-03-20,12.0,9,0.0,0,0.10400000000000001,-45.0,-14.0,-3.0,-45.0,-40.0,17.0
Hungary,2020-03-21,18.0,11,3.0,0,0.414,-57.0,-27.0,-46.0,-47.0,-24.0,12.0
Hungary,2020-03-22,28.0,14,0.0,0,0.414,-64.0,-36.0,-49.0,-55.0,-29.0,10.0
Hungary,2020-03-23,36.0,18,3.0,0,0.725,-54.0,-26.0,-50.0,-58.0,-46.0,21.0
Hungary,2020-03-24,20.0,19,1.0,1,0.828,-54.0,-25.0,-38.0,-57.0,-48.0,22.0
Hungary,2020-03-25,39.0,25,2.0,1,1.035,-56.0,-27.0,-45.0,-58.0,-48.0,22.0
Hungary,2020-03-26,35.0,26,0.0,1,1.035,-53.0,-24.0,-32.0,-55.0,-48.0,22.0
Hungary,2020-03-27,39.0,30,0.0,1,1.035,-44.0,-6.0,-9.0,-48.0,-46.0,19.0
Hungary,2020-03-28,43.0,34,1.0,1,1.139,-66.0,-40.0,-21.0,-52.0,-32.0,13.0
Hungary,2020-03-29,65.0,39,2.0,1,1.3459999999999999,-66.0,-43.0,-7.0,-53.0,-32.0,10.0
Hungary,2020-03-30,39.0,40,2.0,1,1.5530000000000002,-57.0,-29.0,-42.0,-59.0,-49.0,22.0
Hungary,2020-03-31,45.0,43,1.0,1,1.656,-55.0,-26.0,-24.0,-56.0,-49.0,21.0
Hungary,2020-04-01,33.0,42,4.0,1,2.07,-54.0,-27.0,-15.0,-54.0,-48.0,21.0
Hungary,2020-04-02,60.0,46,1.0,1,2.174,-51.0,-20.0,-17.0,-53.0,-48.0,21.0
Hungary,2020-04-03,38.0,46,5.0,2,2.6910000000000003,-50.0,-16.0,-13.0,-51.0,-47.0,21.0
Hungary,2020-04-04,55.0,47,6.0,3,3.313,-54.0,-22.0,-4.0,-43.0,-30.0,11.0
Hungary,2020-04-05,55.0,46,2.0,3,3.52,-54.0,-27.0,20.0,-44.0,-29.0,8.0
Hungary,2020-04-06,11.0,42,4.0,3,3.9339999999999997,-44.0,-16.0,-4.0,-51.0,-47.0,19.0
Hungary,2020-04-07,73.0,46,9.0,4,4.865,-42.0,-9.0,8.0,-49.0,-48.0,19.0
Hungary,2020-04-08,78.0,52,11.0,5,6.004,-41.0,2.0,5.0,-49.0,-48.0,17.0
Hungary,2020-04-09,85.0,56,8.0,6,6.832000000000001,-29.0,22.0,2.0,-44.0,-51.0,17.0
Hungary,2020-04-10,210.0,81,11.0,7,7.971,-81.0,-86.0,-9.0,-70.0,-84.0,32.0
Hungary,2020-04-11,120.0,90,8.0,7,8.799,-51.0,-4.0,-21.0,-43.0,-38.0,11.0
Hungary,2020-04-12,100.0,96,14.0,9,10.248,-77.0,-85.0,-5.0,-53.0,-40.0,9.0
Hungary,2020-04-13,48.0,102,10.0,10,11.283,-84.0,-90.0,-9.0,-75.0,-88.0,33.0
Hungary,2020-04-14,54.0,99,13.0,10,12.629000000000001,-45.0,-12.0,-30.0,-54.0,-49.0,20.0
Hungary,2020-04-15,67.0,97,12.0,10,13.870999999999999,-46.0,-17.0,-10.0,-51.0,-47.0,19.0
Hungary,2020-04-16,73.0,96,8.0,10,14.699000000000002,-44.0,-15.0,-4.0,-50.0,-46.0,19.0
Hungary,2020-04-17,111.0,81,14.0,11,16.148,-44.0,-14.0,1.0,-48.0,-45.0,19.0
Hungary,2020-04-18,71.0,74,16.0,12,17.805,-52.0,-21.0,-8.0,-39.0,-22.0,9.0
Hungary,2020-04-19,82.0,72,17.0,12,19.565,-59.0,-31.0,-30.0,-51.0,-26.0,9.0
Hungary,2020-04-20,68.0,75,10.0,12,20.6,-45.0,-19.0,-4.0,-51.0,-43.0,18.0
Hungary,2020-04-21,114.0,83,14.0,13,22.049,-45.0,-18.0,4.0,-50.0,-44.0,18.0
Hungary,2020-04-22,70.0,84,12.0,13,23.291,-46.0,-20.0,7.0,-50.0,-44.0,17.0
Hungary,2020-04-23,116.0,90,0.0,11,23.291,-46.0,-16.0,2.0,-50.0,-44.0,18.0
Hungary,2020-04-24,99.0,88,25.0,13,25.879,-46.0,-16.0,2.0,-49.0,-44.0,18.0
Hungary,2020-04-25,60.0,87,12.0,12,27.121,-52.0,-21.0,-19.0,-42.0,-23.0,9.0
Hungary,2020-04-26,57.0,83,10.0,11,28.156,-52.0,-26.0,7.0,-42.0,-21.0,6.0
Hungary,2020-04-27,83.0,85,8.0,11,28.984,-44.0,-20.0,2.0,-50.0,-42.0,17.0
Hungary,2020-04-28,66.0,78,11.0,11,30.123,-43.0,-17.0,18.0,-48.0,-42.0,15.0
Hungary,2020-04-29,78.0,79,9.0,10,31.055,-45.0,-14.0,-12.0,-50.0,-43.0,17.0
Hungary,2020-04-30,48.0,70,12.0,12,32.297,-32.0,13.0,9.0,-44.0,-43.0,15.0
Hungary,2020-05-01,88.0,68,11.0,10,33.436,-79.0,-87.0,-11.0,-71.0,-83.0,31.0
Hungary,2020-05-02,79.0,71,12.0,10,34.678000000000004,-42.0,-4.0,1.0,-35.0,-26.0,7.0
Hungary,2020-05-03,56.0,71,5.0,9,35.195,-43.0,-15.0,-9.0,-34.0,-14.0,4.0
Hungary,2020-05-04,37.0,64,11.0,10,36.334,-34.0,-18.0,10.0,-46.0,-38.0,15.0
Hungary,2020-05-05,30.0,59,12.0,10,37.576,-35.0,-13.0,-4.0,-47.0,-39.0,16.0
Hungary,2020-05-06,46.0,54,10.0,10,38.611,-35.0,-13.0,-5.0,-46.0,-38.0,16.0
Hungary,2020-05-07,39.0,53,10.0,10,39.647,-32.0,-8.0,4.0,-44.0,-38.0,15.0
Hungary,2020-05-08,28.0,45,9.0,9,40.578,-28.0,-3.0,22.0,-41.0,-38.0,14.0
Hungary,2020-05-09,35.0,38,13.0,10,41.924,-30.0,-6.0,39.0,-26.0,-13.0,4.0
Hungary,2020-05-10,50.0,37,8.0,10,42.751999999999995,-26.0,-11.0,51.0,-28.0,-10.0,3.0
Hungary,2020-05-11,21.0,35,8.0,10,43.58,-28.0,-9.0,11.0,-43.0,-37.0,14.0
Hungary,2020-05-12,29.0,35,4.0,8,43.994,-32.0,-7.0,-7.0,-44.0,-38.0,15.0
Hungary,2020-05-13,28.0,32,5.0,8,44.512,-33.0,-11.0,-6.0,-44.0,-37.0,15.0
Hungary,2020-05-14,39.0,32,6.0,7,45.133,-29.0,-6.0,11.0,-41.0,-36.0,13.0
Hungary,2020-05-15,37.0,34,6.0,7,45.754,-30.0,-6.0,-2.0,-42.0,-37.0,14.0
Hungary,2020-05-16,56.0,37,6.0,6,46.375,-29.0,-7.0,38.0,-24.0,-10.0,3.0
Hungary,2020-05-17,36.0,35,3.0,5,46.68600000000001,-30.0,-14.0,22.0,-33.0,-9.0,4.0
Hungary,2020-05-18,26.0,35,11.0,5,47.824,-18.0,-9.0,41.0,-37.0,-34.0,12.0
Hungary,2020-05-19,21.0,34,5.0,6,48.342,-22.0,-10.0,27.0,-38.0,-34.0,12.0
Hungary,2020-05-20,42.0,36,3.0,5,48.652,-23.0,-9.0,20.0,-38.0,-35.0,13.0
Hungary,2020-05-21,43.0,37,3.0,5,48.963,-18.0,-4.0,32.0,-35.0,-36.0,13.0
Hungary,2020-05-22,37.0,37,3.0,4,49.273999999999994,-17.0,-6.0,45.0,-33.0,-34.0,11.0
Hungary,2020-05-23,35.0,34,6.0,4,49.895,-21.0,-10.0,44.0,-19.0,-5.0,2.0
Hungary,2020-05-24,28.0,33,4.0,5,50.309,-19.0,-12.0,25.0,-27.0,-5.0,2.0
Hungary,2020-05-25,15.0,31,5.0,4,50.826,-20.0,-11.0,4.0,-39.0,-33.0,13.0
Hungary,2020-05-26,15.0,30,8.0,4,51.653999999999996,-20.0,-10.0,15.0,-37.0,-32.0,12.0
Hungary,2020-05-27,22.0,27,6.0,5,52.276,-20.0,-10.0,23.0,-35.0,-32.0,11.0
Hungary,2020-05-28,23.0,25,4.0,5,52.69,-17.0,-4.0,15.0,-34.0,-31.0,11.0
Hungary,2020-05-29,25.0,23,8.0,5,53.518,-15.0,1.0,21.0,-32.0,-33.0,10.0
Hungary,2020-05-30,0.0,18,0.0,5,53.518,-13.0,8.0,49.0,-15.0,1.0,0.0
Hungary,2020-05-31,26.0,18,7.0,5,54.242,-44.0,-77.0,9.0,-38.0,-10.0,3.0
Hungary,2020-06-01,9.0,17,2.0,5,54.449,-47.0,-81.0,157.0,-54.0,-80.0,21.0
Hungary,2020-06-02,45.0,21,6.0,4,55.07,-9.0,6.0,34.0,-28.0,-28.0,8.0
Hungary,2020-06-03,10.0,19,2.0,4,55.278,-10.0,-3.0,37.0,-27.0,-27.0,9.0
Hungary,2020-06-04,0.0,16,0.0,3,55.278,-9.0,-1.0,33.0,-27.0,-27.0,9.0
Hungary,2020-06-05,23.0,16,5.0,3,55.795,-12.0,2.0,4.0,-29.0,-27.0,9.0
Hungary,2020-06-06,16.0,18,3.0,3,56.106,-7.0,-2.0,81.0,-7.0,6.0,-1.0
Hungary,2020-06-07,0.0,14,0.0,2,56.106,0.0,-6.0,69.0,-12.0,9.0,-1.0
Hungary,2020-06-08,0.0,13,0.0,2,56.106,-7.0,-2.0,34.0,-28.0,-26.0,8.0
Hungary,2020-06-09,44.0,13,6.0,2,56.727,-8.0,-3.0,33.0,-27.0,-26.0,8.0
Hungary,2020-06-10,3.0,12,2.0,2,56.934,-7.0,-1.0,24.0,-27.0,-27.0,8.0
Hungary,2020-06-11,10.0,13,1.0,2,57.037,-2.0,3.0,37.0,-24.0,-27.0,7.0
